0,0,0,0,6,8,8,1,14,14,14,14,14,14,7,7
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,9,9,9,9,9,9,9,9,9,9,9,9,1,7
0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,7,7,7,14,14,14,14,14
0,0,0,0,6,6,6,12,12,12,12,12,11,11,11,11
0,0,0,10,10,10,10,10,10,10,10,10,3,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8
0,0,0,11,11,2,7,5,5,5,9,9,9,9,9,9
1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9
1,1,1,1,1,1,1,1,1,1,1,15,15,8,8,9
1,1,9,9,9,3,3,13,13,13,8,8,8,8,8,8
1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14
1,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13
1,1,1,1,1,1,8,6,6,6,6,6,6,6,6,6
1,7,7,11,11,11,11,11,11,13,13,13,13,13,13,13
1,1,1,1,1,1,1,1,1,12,12,9,9,9,9,11
1,1,1,1,7,14,14,14,14,14,14,14,5,10,7,7
1,1,1,1,1,12,12,12,12,12,12,12,12,12,2,2
2,2,0,0,0,0,13,13,13,13,13,13,13,13,13,13
2,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3
2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,15
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,12,12,12,14,14,14,1,1,1,1,1,1,1
2,8,8,5,5,5,5,5,5,5,11,11,4,4,4,12
2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12
2,2,7,7,4,4,4,4,4,1,1,1,1,15,15,15
2,2,2,2,15,8,0,0,0,11,11,6,6,6,4,4
2,2,2,11,11,10,10,10,10,0,0,0,0,7,7,5
3,3,3,3,8,8,8,8,7,7,7,7,7,1,1,1
3,9,4,4,4,4,5,5,5,13,13,13,13,13,13,13
3,3,3,3,14,9,9,9,9,9,9,9,9,9,9,9
3,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7
3,3,3,3,3,10,10,10,4,4,4,10,10,13,13,2
3,3,3,3,3,3,3,3,13,13,13,13,7,13,13,13
3,3,3,3,3,3,3,3,13,13,13,13,13,13,13,10
3,3,6,5,12,14,2,2,12,12,12,12,12,4,4,12
3,3,3,3,3,13,13,13,13,13,13,13,13,13,13,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,4,4,4,0,5,5,5,14,14,14,8,8,8,8,8
4,4,9,9,9,9,9,9,9,9,13,13,13,13,13,1
4,0,5,1,5,5,5,5,5,5,5,5,5,10,10,10
4,4,4,4,4,4,4,4,8,8,8,8,9,0,0,13
4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,12
4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9
4,11,15,15,15,15,15,15,10,10,10,10,10,10,10,10
4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13
4,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,3,3,3,3,3,3,3,3,15,15,15,15,15
5,5,5,5,2,2,2,6,6,0,0,2,2,2,13,13
5,5,14,14,14,14,14,14,14,12,12,12,12,12,10,10
5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7
5,5,2,2,2,2,11,11,11,11,11,11,11,13,13,13
5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1
5,5,7,7,1,1,1,1,14,1,1,1,1,0,0,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
5,5,5,5,5,5,5,5,5,1,6,6,6,6,6,6
6,6,6,3,3,3,3,3,3,3,3,3,3,3,2,2
6,6,10,12,12,12,12,0,0,0,0,0,0,0,0,0
6,4,4,4,2,13,13,2,2,2,2,2,2,2,2,2
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,3,13,10,10,10,10,10,4,12,12,12
6,12,12,12,12,12,12,12,12,7,7,7,7,5,5,5
6,4,4,4,1,1,1,1,1,1,1,2,3,3,3,3
6,6,6,6,6,6,0,10,10,10,4,4,4,4,4,4
6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2
6,11,8,8,8,8,8,8,8,13,13,13,0,0,0,0
7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,14
7,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,7,7,7,7,5,5,5,5,5,5,5,5,5,2,2
7,7,7,7,7,7,7,5,5,5,5,14,1,1,1,1
7,7,7,7,7,9,9,9,9,9,9,9,12,12,12,12
7,0,0,0,0,0,13,15,15,15,12,12,12,12,2,2
7,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5
7,7,12,12,13,13,13,1,1,1,1,1,1,1,1,1
7,7,8,11,9,9,3,3,3,3,3,3,3,3,3,3
7,7,7,7,4,8,0,0,0,0,0,0,11,11,11,11
8,8,0,0,10,10,1,1,1,1,1,1,1,4,4,4
8,8,8,8,8,8,8,8,8,8,8,8,7,7,3,3
8,8,8,8,8,8,8,8,8,4,4,4,4,11,11,11
8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
8,8,8,3,1,1,1,1,5,12,5,5,5,0,0,0
8,8,8,8,3,6,6,6,6,6,6,6,6,6,6,6
8,8,2,2,2,2,2,2,2,2,11,11,11,11,11,11
8,8,8,0,0,9,6,11,9,9,7,7,7,7,13,13
