14,13,12,12,12,9,9,12,2,12,12,12,12,12,0,12
9,12,9,5,5,5,11,9,0,8,5,5,0,9,9,9
6,9,5,5,12,12,12,12,0,0,11,11,0,0,0,5
5,9,9,11,3,3,0,1,13,13,13,12,12,9,9,2
12,12,12,12,12,13,13,5,9,9,9,1,9,9,9,9
5,2,1,4,9,9,9,9,9,9,9,1,9,9,9,2
14,14,14,9,9,12,4,12,12,9,9,9,9,13,0,11
9,9,9,9,9,9,8,9,15,8,9,2,13,13,13,13
9,9,9,2,9,14,9,9,0,9,8,13,13,13,13,13
2,13,2,5,4,5,5,12,13,13,13,2,8,5,12,12
4,9,9,9,9,9,5,5,2,12,15,12,12,14,12,12
12,3,3,3,9,9,9,5,14,14,14,13,11,5,5,5
0,5,9,9,9,9,13,12,13,9,6,9,9,5,9,9
2,12,13,12,5,9,9,11,14,14,1,11,9,0,0,0
13,12,9,8,9,13,15,9,9,9,12,12,1,1,1,9
13,5,9,9,9,9,12,8,14,12,14,5,14,14,0,0
9,13,13,13,13,1,9,9,1,0,0,2,2,3,3,9
9,9,9,9,9,9,9,13,13,1,13,11,11,5,0,15
5,9,9,9,9,9,9,9,2,0,9,12,3,3,12,5
9,9,9,12,8,2,8,13,9,14,8,14,0,0,9,9
1,14,2,8,9,9,13,12,12,12,13,13,6,2,5,9
11,8,9,9,9,9,3,9,9,14,2,0,10,9,9,9
13,13,13,3,3,9,9,9,5,4,13,3,3,3,9,0
13,5,5,14,14,5,5,12,9,9,9,2,0,0,0,5
9,9,0,0,9,9,2,13,9,9,11,3,13,5,0,3
12,12,3,3,12,12,3,13,2,14,9,0,3,3,3,9
15,9,9,12,9,9,9,12,12,12,13,0,0,9,9,9
8,13,13,3,8,8,13,9,9,9,2,9,9,9,9,11
13,9,8,12,12,12,5,9,9,9,0,0,0,9,9,13
9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9
13,12,5,13,13,13,13,13,0,13,13,12,12,12,9,1
2,13,13,9,9,9,9,9,0,11,9,5,9,9,9,13
12,9,5,9,0,0,0,0,0,0,0,9,11,3,3,13
2,2,2,11,8,0,0,12,5,9,5,11,9,9,2,2
9,4,13,2,0,0,0,12,9,13,5,5,9,0,7,9
1,1,5,13,13,13,13,13,13,13,13,9,9,9,5,5
13,0,1,13,2,5,5,9,9,9,5,1,5,5,13,12
11,8,6,6,9,13,9,9,9,13,13,13,13,13,2,9
13,2,0,0,0,0,0,0,12,13,13,13,13,12,13,13
15,9,12,12,13,2,10,13,13,12,12,12,12,3,3,9
12,14,5,9,9,9,5,5,9,5,13,5,3,12,12,12
3,3,9,9,9,14,9,9,9,9,9,4,11,11,11,2
9,9,9,4,5,9,9,9,12,5,12,5,5,5,9,11
13,13,13,13,13,9,9,14,9,9,9,5,5,4,5,5
9,9,13,13,12,12,12,12,13,14,9,9,9,9,9,5
11,9,13,5,5,2,0,0,0,14,9,14,14,14,3,3
9,4,9,9,12,12,9,9,9,0,13,13,13,12,12,12
13,13,13,13,13,13,13,13,13,2,0,0,0,11,11,11
9,0,0,9,8,9,9,0,14,9,11,15,0,5,11,5
9,9,0,0,5,5,5,4,12,12,0,0,0,5,3,12
9,3,9,9,9,9,9,0,0,12,9,11,1,0,0,0
0,13,5,5,5,9,9,9,14,12,9,9,9,9,14,0
14,12,5,9,1,6,2,9,9,9,9,9,1,9,9,9
15,5,5,12,5,3,3,1,1,5,13,9,14,0,5,3
6,12,13,8,12,0,8,9,9,1,1,4,13,13,12,9
12,11,13,5,5,0,0,9,9,9,9,9,9,9,9,5
9,9,14,11,11,11,11,13,13,13,13,13,9,9,9,9
8,1,11,8,1,2,2,5,5,9,9,9,9,9,14,12
12,12,12,12,12,12,13,9,12,12,13,12,5,5,7,14
9,9,9,12,2,8,9,9,9,1,1,13,13,9,9,9
6,6,5,9,9,0,2,2,5,5,5,11,15,12,12,12
13,9,9,9,12,12,8,9,5,5,5,5,9,13,9,9
11,11,9,9,0,13,9,14,9,13,12,2,9,9,13,13
5,5,14,9,9,5,9,9,9,5,9,9,12,2,2,12
13,13,12,5,5,5,5,3,11,0,11,11,11,2,2,1
9,13,13,13,13,5,5,13,2,2,13,13,5,9,9,9
8,5,5,13,9,5,12,12,9,5,5,5,5,5,5,1
13,12,2,2,12,0,0,8,5,0,0,3,5,9,9,9
12,13,13,13,9,9,9,8,5,2,6,9,9,6,6,4
2,9,5,5,0,0,0,0,0,0,0,0,9,9,12,9
14,14,12,12,12,9,2,12,9,9,9,0,5,5,14,5
12,0,0,9,9,9,14,14,5,0,0,0,0,2,9,9
9,9,12,12,9,11,9,9,9,9,9,9,9,9,11,5
12,12,9,9,15,9,9,9,9,9,9,0,9,13,5,5
6,6,6,13,9,13,13,9,5,5,5,5,0,5,13,13
8,9,9,9,9,9,0,0,13,2,12,13,9,13,13,13
13,14,0,0,0,0,0,1,1,4,3,1,9,9,2,5
5,9,9,9,2,14,5,5,5,5,13,11,11,11,11,0
9,9,2,9,6,2,4,8,13,13,12,12,12,12,12,12
8,8,13,9,9,12,12,13,13,9,8,8,12,14,13,12
